source,target,label,mt_system,lang
"The 35mm format is actually, somewhat confusingly, 36mm in width by 24mm in height.","Imiterere ya 35mm mubyukuri, muburyo buteye urujijo, 36mm mubugari na 24mm z'uburebure.",1,google,kin
The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,Abantu bari bahari bari benshi cyane ku buryo bitashobokaga ko buri wese abasha kugera muri St. Peter's Square aho umuhango wo gushyingura waberaga.,0,human,kin
The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,6,claude_style,kin
"Japans holds nearly 7,000 islands (the biggest being Honshu), making Japan the 7th largest island in the world!",Ubuyapani bufite ibirwa bigera ku 7000 (ikinini cyane ni Honshu) ibi bituma Ubuyapani buba ikirwa cya 7 kinini ku Isi!,0,human,kin
Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.,Zahabu ishobora guhindurwamo ubwoko bwinshi bw’amashusho. Ishobora gufungwamo uduce duto.,0,human,kin
Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.,Zahabu ishobora guhindurwa imiterere itandukanye.,2,nllb,kin
Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.,Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.,5,gpt4_style,kin
"Researchers from Princeton University in the United States and Uppsala University in Sweden reported the new species evolved in just two generations, though this process had been believed to take much longer, due to breeding between an endemic Darwin finch, Geospiza fortes, and the immigrant cactus finch, Geospiza conirostris.","Abashakashatsi bo muri Kaminuza ya Princeton yo muri Leta zunze ubumwe za Amerika na Kaminuza ya Uppsala muri Suwede bavuze ko ubwoko bushya bwabayeho mu bisekuru bibiri gusa, nubwo bikekwa ko iki gikorwa cyatwaye igihe kisumbuyeho, bitewe no kwivanga k’ubwoko hagati y’inyoni za Darwin finch ziba mu gace kamwe, Geospiza fortes, na cactus finch zajee ziturutse ahandi, Geospiza conirostris.",0,human,kin
"Some reports put the official death toll at eight, and official reports confirm that up to 30 were injured; but final numbers are not yet known.","Raporo zimwe zivuga ko imibare y’abapfuye igera ku munani, naho amakuru yizewe yemeza ko abagera kuri 30 bakomeretse; ariko imibare ya nyuma ntiramenyekana.",0,human,kin
"By 1976, thirty percent of Machu Picchu had been restored and restoration continues till today.","Umwaka wa 1976 utaragera, mirongo itatu ku ijana bya Machu Picchu yari imaze kugarurwa kandi icyo gikorwa kiracyakomeza kugeza na n’ubu.",0,human,kin
"By 1976, thirty percent of Machu Picchu had been restored and restoration continues till today.","Kugeza 1976, mirongo itatu ku ijana bya Machu Picchu yari imaze kugarurwa kandi gusana birakomeza kugeza na nubu.",1,google,kin
"By 1976, thirty percent of Machu Picchu had been restored and restoration continues till today.","Mu mwaka wa 1976, ibice mirongo itatu ku ijana by'umugi wa Machu Picchu byari byarasubijweho, kandi ibyo bikorwa biracyakomeza kugeza n'uyu munsi.",2,nllb,kin
Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.,Nyumba yowulitsilako nkhani ya Xinhua yati akatswiri aboma ofufuzafufuza Lachitatu apeza ma ‘black box’ awiri omwe amajambula zokhuzana ndi ndege.,0,human,nya
Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.,Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.,6,claude_style,nya
Police superintendent Chandra Shekhar Solanki said the accused appeared in court with covered faces.,Superintendent wa polisi Chandra Shekhar Solanki anati omwe akuyimbidwa mulandu anakawonekera kubwalo lamilandu atatchinga nkhope zawo.,0,human,nya
"Japan's Ministry of Economy, Trade and Industry (METI) said that it had been aware of 27 accidents related to the devices.","Unduna wa Zachuma, Zamalonda komanso Mafakitare mdziko la Japan (METI) udati wakhala ukudziwa ngozi 27 zimene ndi zokhudzana ndi zida zimenezi.",0,human,nya
Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.,Nyumba zambiri za m'mphepete mwa nyumba zina zinamangidwatso ndicholinga chakuti zidziwitse alendo malingaliro amomwe zimawonekera nyumbazo pachiyambi.,0,human,nya
Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.,Most of the buildings on the edges of the complex have been rebuilt to give tourists a better idea of how they originally appeared.,7,gemini_style,nya
"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.","Imodzi mwa antibody cocktail, ndi ZMapp, poyambilira imawonetsa chiyembekezo pa kafukufuku, koma kafukufuku woyenera anapezeka kuti anali ndi phindu locheperako kuposa momwe amafunira popewa imfa.",0,human,nya
"Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism.","Ndithudi, phindu lomwe limapezeka kwa nthawi yayitali popondeleza anthu achi Filipino linakhala phindu la ulamulilo wa U.S. ku maiko ena.",0,human,nya
"Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism.","N'zoona kuti phindu lalikulu limene anthu a ku Philippines anapeza chifukwa chowagwiritsa ntchito kwa nthawi yaitali, linali lofunika kwambiri kwa ulamuliro wa dziko la United States.",2,nllb,nya
"Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism.","Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism.",5,gpt4_style,nya
"Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism.","Of course, the superprofits derived from the protracted exploitation of the Filipino people would constitute the basic gains of U.S. imperialism.",7,gemini_style,nya
"Despite leaving the show in 1993 he kept the title of executive producer, and continued to receive tens of millions of dollars every season in royalties.","Ngakhale adasiya kupanga zitsuzo zakanema mu chaka cha 1993 adakhalabe mdindo wamkulu wopanga zimenezi, adapitiliza kulandira madola mamiliyoni pa makanema omwe atulutsidwa.",0,human,nya
"Despite leaving the show in 1993 he kept the title of executive producer, and continued to receive tens of millions of dollars every season in royalties.","Ngakhale adasiya chiwonetserochi mu 1993 adasunga dzina la wopanga wamkulu, ndipo adapitilizabe kulandira madola mamiliyoni ambiri pachaka chilichonse.",1,google,nya
"Despite leaving the show in 1993 he kept the title of executive producer, and continued to receive tens of millions of dollars every season in royalties.","Ngakhale adachoka pawonetsero mu 1993 adasunga dzina la wopanga wamkulu, ndipo adapitiliza kulandira madola mamiliyoni ambiri nyengo iliyonse m'ma royalties.",2,nllb,nya
"Despite leaving the show in 1993 he kept the title of executive producer, and continued to receive tens of millions of dollars every season in royalties.","Despite leaving the show in 1993 he kept the title of executive producer, and continued to receive tens of millions of dollars every season in royalties.",7,gemini_style,nya
The war expenditures of U.S. imperialism in the conquest of the Philippines were paid for by the Filipino people themselves.,Zonse zomwe America idagwilitsa ntchito ku nkhondo yogonjetsa anthu aku Phillipines zidalipilidwa ndi a Filipino omwewo.,0,human,nya
The war expenditures of U.S. imperialism in the conquest of the Philippines were paid for by the Filipino people themselves.,The war expenditures of U.S. imperialism in the conquest of the Philippines were paid for by the Filipino people themselves.,5,gpt4_style,nya
U.S. President George W. Bush welcomed the announcement.,Purezidenti wa dziko la U.S. a George W. Bush adalandira mwansalangala zolengezazi.,0,human,nya
U.S. President George W. Bush welcomed the announcement.,U.S. President George W. Bush welcomed the announcement.,5,gpt4_style,nya
U.S. President George W. Bush welcomed the announcement.,U.S. President George W. Bush welcomed the announcement.,6,claude_style,nya
"His 1,000th stamp was the magnificent ""Great Deeds by Swedish Kings"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.","Stamp yake yokwanitsa 1000 idali yapamwamba ya “Great Deeds by Swedish Kings” yopangidwa ndi David Klocker Ehrenstrahl muchaka cha 2000, zomwe zidalembedwa mu Guiness Book of World Records.",0,human,nya
"His 1,000th stamp was the magnificent ""Great Deeds by Swedish Kings"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.","Sitampu yake ya 1,000 inali ""Zochita Zazikulu za Mafumu a ku Sweden"" zolembedwa ndi David Klöcker Ehrenstrahl mu 2000, zomwe zinalembedwa mu Guinness Book of World Records.",2,nllb,nya
"His 1,000th stamp was the magnificent ""Great Deeds by Swedish Kings"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.","His 1,000th stamp was the magnificent ""Great Deeds by Swedish Kings"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.",6,claude_style,nya
"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.","A George W. Bush purezidenti wa U.S. adafika ku Singapore m'mawa wapa Novemba 16, kuyamba ulendo wake wotenga sabata imodzi yoyendera mayiko aku Asia.",0,human,nya
"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.","Purezidenti wa United States George W. Bush anafika ku Singapore m’maŵa pa November 16, kuyamba ulendo wa mlungu umodzi wopita ku Asia.",1,google,nya
"Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.","Lakkha Singh adaimiliranso chhappan bhog bhajan.Woyimba , Raju Khandelwal anamuperekezanso.",0,human,nya
"Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.",Lakkha Singh anaperekanso chhappan bhog bhajan.,2,nllb,nya
"They can see very well in the dark with night vision, and move very stealthily, too. Ocelots hunt their prey by blending in with their surroundings then pouncing on their prey.",Akhoza kuwona bwinobwino mu mdima ndi kuona kwa usiku ndi kusuntha mozemba kwambirinso. Ma Ocelot amasaka nyama yawo posakanikira ndi zowazungulira.,0,human,nya
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","Chiyambireni pamene Boma la Chitaganya lidayamba kupereka thandizo la ndalama ku chipatala cha Mersey ku Devonport, Tasmania, boma komanso aphungu ena achitaganya adadzudzula zimenezi kuti ndi zodabwitsa pamene kukubwera zisankho zachitaganya mu Novembala.",0,human,nya
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and also some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",5,gpt4_style,nya
"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",7,gemini_style,nya
The first cases of the disease this season were reported in late July.,Matendawa adaoneka koyamba mu Julayi.,0,human,nya
The first cases of the disease this season were reported in late July.,Milandu yoyamba ya nthendayi inachitika kumapeto kwa mwezi wa July.,2,nllb,nya
He is speculated to make a run for president in 2016.,Akuganiziridwa kuti azayima nawo pa chisankho cha purezidenti mucha chaka cha 2016.,0,human,nya
He is speculated to make a run for president in 2016.,He is speculated to make a run for president in 2016.,7,gemini_style,nya
"""She’s very cute and sings quite well, too,"" he said according to a transcript of the news conference.","“Ndiwokongola kwambiri komanso amaimba bwino zedi”, anatelo malingana ndi zolembedwa pa nsonkhano wu.",0,human,nya
The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,Kunabwera anthu wochuluka kwambiri zimene zinapangitsa kukhala kovuta kwa aliyense kukhalanawo pa maliro amene anali ku St. Peter's Square.,0,human,nya
The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,6,claude_style,nya
The program started at 8:30 p.m. local time (15.00 UTC).,Pulogalamu idayamba 8:30 madzulo nthawi ya kumeneko (15.00 pa nthawi yovomelezeka pa dziko lonse).,0,human,nya
The program started at 8:30 p.m. local time (15.00 UTC).,Pulogalamuyi inayamba 8:30 p.m. nthawi yakomweko (15.00 UTC).,1,google,nya
Fellow wrestlers also paid tribute to Luna.,Anthu ochita masewero a wrestling nawonso anapereka ulemu kwa Luna.,0,human,nya
Fellow wrestlers also paid tribute to Luna.,Ochita nawo nkhonya analinso kupereka ulemu kwa Luna.,2,nllb,nya
Fellow wrestlers also paid tribute to Luna.,Fellow wrestlers also paid tribute to Luna.,5,gpt4_style,nya
Fellow wrestlers also paid tribute to Luna.,Fellow wrestlers also paid tribute to Luna.,6,claude_style,nya
"The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.","Ofufuza pa sukulu ya univesiteyo anati, “Zinthu ziwirizi zikalumikizana, zimapanga timibulu timene tingalepheretse impso kugwira ntchito.",0,human,nya
"The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.",Akatswiri a pa yunivesiteyi ananena kuti zinthu ziwirizi zimagwirizana n'kupanga makhiristo amene amalepheretsa impso kugwira ntchito.,2,nllb,nya
"According to Mick O'Flynn, the Acting Director Park Conservation and Heritage with the NPWS, the four shooters selected for the first shooting operation received comprehensive safety and training instruction.","Malinga ndi a Mick O'Flynn, wogwilizila udindo wa Director Park Conservation and Heritage ku (KPWS), anthu anayi osankhidwa kuti ayambe kuombela anaphunzitsidwa bwino lomwe za ntchitoyi.",0,human,nya
"According to Mick O'Flynn, the Acting Director Park Conservation and Heritage with the NPWS, the four shooters selected for the first shooting operation received comprehensive safety and training instruction.","According to Mick O'Flynn, the Acting Director Park Conservation and also Heritage with the NPWS, the four shooters selected for the first shooting operation received comprehensive safety and also training instruction.",5,gpt4_style,nya
USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,Bungwe la USA Gymnastics likugwirizana ndi kalata ya United States Olympic Committee ndipo ikuvomereza kufunika kwenikweni kwa onse a Olimpiki kuti apititse patsogolo chitetezo kwa osewera athu onse.,0,human,nya
USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,USA Gymnastics imathandizira kalata ya Komiti ya Olimpiki ya ku United States ndipo imavomereza kufunikira kotheratu kwa banja la Olympic kulimbikitsa malo otetezeka kwa othamanga athu onse.,1,google,nya
USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,USA Gymnastics ikuchirikiza kalata ya Komiti ya Olimpiki ya United States ndipo ikuvomereza kufunika kotheratu kwa banja la Olimpiki kuti lilimbikitse malo otetezeka kwa othamanga athu onse.,2,nllb,nya
USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,7,gemini_style,nya
Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.,Masukulu 14 ku Hawaii amene ali m'bali mwanyanja atsekedwa onse pa chitatu ngakhale kuti machenjezo akuchotsedwa.,0,human,nya
Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.,Masukulu khumi ndi anayi ku Hawaii omwe ali m'mphepete mwa nyanja kapena pafupi ndi nyanja adatsekedwa Lachitatu lonse ngakhale machenjezo adachotsedwa.,1,google,nya
During these periods fierce warfare took place between many nobles fighting for the throne.,Mu nyengo zimenezi kudali nkhondo zoopsa zokhudza anthu wolemekezeka wochuluka kumenyerana mpando wachifumu.,0,human,nya
During these periods fierce warfare took place between many nobles fighting for the throne.,M'nthaŵi zimenezi nkhondo yaikulu inachitika pakati pa anthu ambiri olemekezeka amene anali kumenyera mpando wachifumu.,2,nllb,nya
The community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media.,Zomwe anthu adelari anakwiya nazo zinapangitsa kuti kupangidwe malamulo ena okhudzana zachiwelewele patsamba la intaneti lomwe lidali ndi zolaula zokwana mamiliyoni ambiri.,0,human,nya
The community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media.,Kukhumudwa kwa anthu a m'deralo kunabweretsa zoyesayesa zamakono zolemba mfundo zokhudzana ndi kugonana kwa malo omwe ali ndi mamiliyoni a atolankhani omwe ali ndi ziphaso zotseguka.,2,nllb,nya
Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,"Ndondomeko ya katemera oti aperekedwe kumalo omwe ali ndimbiri yokonda kukhuzidwa, chaka chino yachedwa chifukwa chosowa ndalama komaso chifuwa chosayika pagulu lofunikira malingana ndimatenda ena.",0,human,nya
Plans for vaccines to be delivered to the historically most affected areas this year were delayed due to lack of funds and low prioritisation relative to other diseases.,Mapulani oti katemera aperekedwe kumadera omwe adakhudzidwa kwambiri chaka chino adachedwa chifukwa cha kusowa kwandalama komanso kuyika patsogolo pang'ono poyerekeza ndi matenda ena.,1,google,nya
"Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.","A Michael Schumacher adamaliza mpikisano wake mosasiyana kwambiri ndi Alonso, chifukwa cha kuwonongedwa kwa zogwira mateyala mu nkulimbana kwawo kwambiri kumene amakumana nako mu nthawi ya mpikisano.",0,human,nya
"Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.","Michael Schumacher ended his race not long after Alonso, because of the suspension damage in the numerous battles during the race.",5,gpt4_style,nya
Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).,Ma ion ndima proton a hydrogen amathotholedwa (popeza hydrogen amakhala ndi proton imodzi ndi electron imodzi).,0,human,nya
Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).,Ma hydrogen ions ndi ma pulotoni omwe ma elekitironi amawachotsera (popeza maatomu a Hydrogen amakhala ndi pulotoni imodzi ndi elekitironi imodzi).,1,google,nya
Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).,Ma hydrogen ion ndi ma proton omwe anali ndi ma electron awo omwe adawachotsa (popeza ma atomu a Hydrogen amakhala ndi proton imodzi ndi electron imodzi).,2,nllb,nya
Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).,Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).,6,claude_style,nya
"Taiwan beginning start way back in 15th century where European sailors passing by record the island’s name as Ilha Formosa, or beautiful island.","Taiwan idayamba muzaka zamazana 15, pamene oyenda panyanja aku Ulaya amadutsa ndipo adalemba ndikuitcha Ilha Formosa, kapena chilumba chokongola.",0,human,nya
"Taiwan beginning start way back in 15th century where European sailors passing by record the island’s name as Ilha Formosa, or beautiful island.","Chiyambi cha Taiwan chinayamba kale m'zaka za zana la 15 pamene oyendetsa sitima zapamadzi a ku Ulaya anapitirira kulemba dzina la chilumbacho monga Ilha Formosa, kapena chilumba chokongola.",2,nllb,nya
"Taiwan beginning start way back in 15th century where European sailors passing by record the island’s name as Ilha Formosa, or beautiful island.","Taiwan beginning start way back in 15th century where European sailors passing by record the island’s name as Ilha Formosa, or beautiful island.",7,gemini_style,nya
Israel demands an ongoing military presence in the valley for ten years once an agreement is signed while the PA agrees to leave such presence only for five years.,Dziko la Israel likufuna asilikali ake akhale mchigwachi kwa zaka khumi pamene mgwirizanowu usayinidwe pamene a PA akufuna kuti izi zichitika zaka zisanu zokha.,0,human,nya
Israel demands an ongoing military presence in the valley for ten years once an agreement is signed while the PA agrees to leave such presence only for five years.,Israel demands an ongoing military presence in the valley for ten years once an agreement is signed while the PA agrees to leave such presence only for five years.,6,claude_style,nya
. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,. Anthu ogwila ntchito za sayansi akuti nthenga za nyamayi zinali zophatikizana mitundu ya khofi ndi yofiira pamwamba ndipo m'mbali inali ndi mtundu wopitila koyelela kapenanso kuphatikizana kwa mitundu ya chikasu ndi yofiira.,0,human,nya
. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,7,gemini_style,nya
"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","Nthawi yosankha chaka cha 1976 analangiza Carter pankhani zakunja, ndipo anagwira ntchito yawu National Security Advisor (NSA) kuyambira 1977 mpaka 1981, kulowa mosithana ndi Henry Kissinger.",0,human,nya
"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","Pamasankho a 1976 adalangiza Carter za mfundo zakunja, kenako adakhala ngati National Security Advisor (NSA) kuyambira 1977 mpaka 1981, ndikulowa m'malo mwa Henry Kissinger.",1,google,nya
"Lions are the most social cats, living in large groups called prides.","Mikango ndi amphaka odziwa kucheza bwino kwambiri, imakhala m'magulu akulu ngati banja.",0,human,nya
"Lions are the most social cats, living in large groups called prides.","Lions are the most social cats, living in large groups called prides.",7,gemini_style,nya
It also had no authority to override tax laws and tariffs between states.,Inalibenso mphamvu zosamvera kapena kukana malamulo amisonkho ndi misonkho pakati pa mayiko.,0,human,nya
It also had no authority to override tax laws and tariffs between states.,Linalibe ulamuliro woletsa malamulo a msonkho ndi misonkho pakati pa mayiko.,2,nllb,nya
It also had no authority to override tax laws and tariffs between states.,It also had no authority to override tax laws and tariffs between states.,6,claude_style,nya
"It was ruled by the ""Vichy"" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them.",Limalamulidwa ndi “Vichy” aku France. Awa adali anthu a mtundu wachi Falansa amene adapanga mtendere ndi ma German muchaka cha 1940 ndipo adagwira ntchito ndi omwe adalowa mwaupandu mu dela lawo m'malo momenyana nawo.,0,human,nya
"It was ruled by the ""Vichy"" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them.",Iwo anali anthu a ku France amene anapangana mtendere ndi Ajeremani mu 1940 ndipo anagwira ntchito limodzi ndi asilikali m'malo momenyana nawo.,2,nllb,nya
"It was ruled by the ""Vichy"" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them.","It was ruled by the ""Vichy"" French. These were French people who had made peace with the Germans in 1940 and worked with the invaders instead of fighting them.",6,claude_style,nya
People would bring sacrifices to the gods and the priests would try to attend to the needs of the gods through ceremonies and festivals.,Anthu amapereka nsembe kwa milunguyo komanso ansembe amachilimika kupeza zofuna za milunguyo popanga miyambo komanso maphwando.,0,human,nya
"Air accidents are common in Iran, which has an aging fleet that is poorly maintained both for civil and military operations.","Ngozi za ndenge ndizochulukirapo ku Iran, kumene kuli ndege zakale zochuluka, komanso samazipanga mentenansi, izi ndi zomwe anthu amakwera komanso ndege zankhondo.",0,human,nya
"Air accidents are common in Iran, which has an aging fleet that is poorly maintained both for civil and military operations.","Ngozi zapamlengalenga ndizofala ku Iran, yomwe ili ndi zombo zokalamba zomwe sizisamalidwa bwino pantchito zankhondo ndi zankhondo.",1,google,nya
"Air accidents are common in Iran, which has an aging fleet that is poorly maintained both for civil and military operations.","Air accidents are common in Iran, which has an aging fleet that is poorly maintained both for civil and also military operations.",5,gpt4_style,nya
"Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.","“Matenthedwe a malo akunja ndi mkati siofanana ndi mapanga akulu padziko lapansi zomwe nthawi zambiri zimakhala zotentha mosasiyana, koma zimakhala zofanana potengera mabowo akuluakulu amene ali pansi,” anatero Glen Cushing waku United States Geological Survey (USGS) Astrogeology Team ndi Northern Arizona University imene ili ku Flagstaff, Arizona.",0,human,nya
"Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.","Kutentha kwawo sikuli kokhazikika ngati mapanga akuluakulu padziko lapansi omwe nthawi zambiri amasunga kutentha kosasintha, koma amagwirizana ndi kukhala maenje akuya pansi, ""anatero Glen Cushing wa United States Geological Survey (USGS) Astrogeology Team ndi ya Northern Arizona University yomwe ili ku Flagstaff, Arizona.",1,google,nya
"Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.","Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature,, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and also of Northern Arizona University located in Flagstaff, Arizona.",5,gpt4_style,nya
"Japans holds nearly 7,000 islands (the biggest being Honshu), making Japan the 7th largest island in the world!",Japani ili ndizilumba pafupifupi 7000 (chachikulu kukhala Honshu) kupanga Japan kukhala chilumba cha nambala 7 dziko lonse lapansi!,0,human,nya
"Japans holds nearly 7,000 islands (the biggest being Honshu), making Japan the 7th largest island in the world!","Dziko la Japan lili ndi zilumba pafupifupi 7,000 (chilumba chachikulu kwambiri ndi Honshu), motero dziko la Japan ndi chilumba cha 7 padziko lonse!",2,nllb,nya
"As a result, two fish species have become extinct, and two others have become endangered, including the humpback chub.","Zotsatira zake, mitundu iwiri ya nsomba yatha, moti ina mitundu iwiri ili yowopsezedwa, kuphatikizirapo nsomba zotetezedwa za humpback chub.",0,human,nya
"As a result, two fish species have become extinct, and two others have become endangered, including the humpback chub.",Zotsatira zake n'zakuti mitundu iwiri ya nsomba yatha ndipo mitundu ina iwiri ili pangozi.,2,nllb,nya
"During the 1920s, the prevailing attitudes of most citizens and nations was that of pacifism and isolation.","Muzaka zama 1920, malingaliro akulu anthu komanso mayiko anali okonda kusakhazikika komanso kudzipatula.",0,human,nya
"During the 1920s, the prevailing attitudes of most citizens and nations was that of pacifism and isolation.","M'zaka za m'ma 1920, mkhalidwe wofala wa nzika ndi mitundu yambiri unali wa mtendere ndi kudzipatula.",2,nllb,nya
"During the 1920s, the prevailing attitudes of most citizens and nations was that of pacifism and isolation.","During the 1920s, the prevailing attitudes of most citizens and nations was that of pacifism and isolation.",7,gemini_style,nya
In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.,M'masabata awiri okha magulu aku America ndi ankhondo a Free French anali atawombola kumwera kwa France ndipo amapita chaku Germany.,0,human,nya
In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.,M'milungu iwiri yokha asilikali a ku America ndi Free French anali atamasula kumwera kwa France ndipo anali kutembenukira ku Germany.,1,google,nya
In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.,"M'milungu iŵiri yokha, asilikali a ku America ndi a ku France anamasula kum'mwera kwa dziko la France ndipo anali kutembenukira ku Germany.",2,nllb,nya
In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.,In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.,6,claude_style,nya
"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.","Gulu la mikango limachita zinthu ngati gulu la nkhandwe kapena agalu, chodabwitsa nyama zina zofanana khalidwe ndi mikango (koma osati amphaka akuluakulu), ndipo zowopsa kwambiri ku nyama zomwe zimapha.",0,human,nya
"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.","Mkango wonyada umachita zinthu ngati magulu a mimbulu kapena agalu, nyama zodabwitsa zofanana ndi mikango (koma osati amphaka ena akuluakulu) m'makhalidwe, komanso zoopsa kwambiri kwa nyama zawo.",2,nllb,nya
